Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
5215,St Mary's Catholic Primary School (Mackay South),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.smmrok.catholic.edu.au,(07) 4951 1743,N,(07) 4951 4793,,42 Juliet Street,Mackay South,4740,PO Box 4124,Mackay South,,4740,Central Queensland,Dawson,Mackay,Mackay (R),South Mackay,312021356,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,149.184568,-21.153805
5214,St Mary's Catholic Primary School (North Rockhampton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.smnrrok.catholic.edu.au,(07) 4928 5658,N,(07) 4928 8664,,135 Nobbs Street,North Rockhampton,4701,135 Nobbs Street,North Rockhampton,,4701,Central Queensland,Capricornia,Rockhampton,Rockhampton (R),Berserker,308031205,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,150.527880,-23.365294
5255,St Mary's Catholic School (Bowen),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.smbtsv.catholic.edu.au,(07) 4786 1203,,(07) 4786 2314,,39 Poole Street,Bowen,4805,39 Poole Street,Bowen,,4805,North Queensland,Dawson,Burdekin,Whitsunday (R),Bowen,312011337,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,148.242176,-20.011534
5368,St Mary's College (Ipswich),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stmarys.qld.edu.au,(07) 3432 5444,,(07) 3281 6292,,Mary Street,Ipswich,4305,11 Mary Street,Woodend,,4305,Metropolitan,Blair,Ipswich,Ipswich (C),Ipswich - Central,310031286,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.755897,-27.611065
5386,St Mary's College (Maryborough),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.smcm.qld.edu.au,(07) 4190 2200,,,,51 Lennox Street,Maryborough,4650,51 Lennox Street,Maryborough,,4650,North Coast,Wide Bay,Maryborough,Fraser Coast (R),Maryborough (Qld),319051524,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,152.696884,-25.542480
5327,St Mary's College (Toowoomba),Non-State School,Open,,,Year 5,Year 12,Principal,,,www.stmaryscollege.com,(07) 4631 7333,,(07) 4631 7399,,129 West Street,Toowoomba,4350,PO Box 6237,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),Newtown (Qld),317011453,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.943150,-27.560480
5088,St Mary's Primary School (Ipswich),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stmarysipswich.qld.edu.au,(07) 32811998,,(07) 3202 3976,,Mary Street,Woodend,4305,Mary Street,Woodend,,4305,Metropolitan,Blair,Ipswich,Ipswich (C),Ipswich - Central,310031286,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.754770,-27.609425
5130,St Mary's Primary School (Maryborough),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.smpmaryborough.qld.edu.au,(07) 4121 5705,N,(07) 4123 4971,,167 John Street,Maryborough,4650,167 John Street,Maryborough,,4650,North Coast,Wide Bay,Maryborough,Fraser Coast (R),Maryborough (Qld),319051524,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,152.702299,-25.533903
2484,St Mary's School (175 Palmerin St - Warwick),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.smwarwick.catholic.edu.au,(07) 4661 1872,,(07) 4661 4809,,173 Palmerin Street,Warwick,4370,PO Box 555,Warwick,,4370,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Warwick,307031189,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,152.031428,-28.221730
5177,St Mary's School (26 Brisbane St - Goondiwindi),Non-State School,Open,,,Prep Year,Year 10,Principal,,,www.goondiwindi.catholic.edu.au,(07) 4671 1730,N,(07) 4671 1145,,Brisbane Street,Goondiwindi,4390,PO Box 516,Goondiwindi,,4390,Darling Downs South West,Maranoa,Southern Downs,Goondiwindi (R),Goondiwindi,307011173,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,150.306930,-28.544687
5127,St Mary's School (Beaudesert),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stmarysbeaudesert.qld.edu.au,(07) 5541 2005,,(07) 5541 2155,,1 Bromelton Street,Beaudesert,4285,PO Box 200,Beaudesert,,4285,South East,Wright,Scenic Rim,Scenic Rim (R),Beaudesert,311011305,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,152.991304,-27.990578
5182,St Mary's School (Charleville),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.charleville.catholic.edu.au,(07) 4654 1638,,(07) 4654 2634,,66 Watson Street,Charleville,4470,PO Box 323,Charleville,,4470,Darling Downs South West,Maranoa,Warrego,Murweh (S),Charleville,315031409,Very Remote Australia,,,,0.00,,,Non-State,Catholic,146.243155,-26.403626
5129,St Mary's School (Laidley),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stmaryslaidley.qld.edu.au,(07) 5465 1240,N,(07) 5465 2505,,John Street,Laidley,4341,John Street,Laidley,,4341,Darling Downs South West,Wright,Lockyer,Lockyer Valley (R),Lockyer Valley - East,310021280,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,152.391663,-27.634197
5104,St Matthew's School (Cornubia),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stmatthews.qld.edu.au,(07) 3209 6396,N,(07) 3801 3925,,172-180 Bryants Road,Cornubia,4130,PO Box 3038,Loganholme,,4129,South East,Forde,Macalister,Logan (C),Cornubia - Carbrook,311051324,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.189147,-27.667125
5260,St Michael's Catholic School (Palm Island),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.smptsv.catholic.edu.au,(07) 4770 1147,,(07) 4770 1216,,Banfield Highway,Palm Island,4816,Palm Island PMB,,,4816,North Queensland,Herbert,Townsville,Palm Island (S),Palm Island,318011466,Remote Australia,,,,0.00,,,Non-State,Catholic,146.576924,-18.736684
5574,St Michael's College (Caboolture),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.smccab.qld.edu.au,(07) 5495 8311,N,(07) 5495 7655,,1-63 The Abbey Place,Caboolture,4510,1-63 The Abbey Place,Caboolture,,4510,North Coast,Longman,Pumicestone,Moreton Bay (R),Caboolture,313021365,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.017409,-27.069479
5378,St Michael's College (Merrimac),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stmichaels.qld.edu.au,(07) 5530 2722,,(07) 5530 4294,,Jondique Avenue,Merrimac,4226,Jondique Avenue,Merrimac,,4226,South East,Moncrieff,Mudgeeraba,Gold Coast (C),Merrimac,309081260,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.365062,-28.044338
5281,St Michael's School (Gordonvale),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stmichael.qld.edu.au,(07) 4056 1614,,(07) 4056 5004,,58 Mill Street,Gordonvale,4865,PO Box 64,Gordonvale,,4865,Far North Queensland,Kennedy,Mulgrave,Cairns (R),Gordonvale - Trinity,306021148,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.787332,-17.095512
5440,St Monica's College (Cairns),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stmonicas.qld.edu.au,(07) 4042 4800,N,(07) 4031 5087,,177 Abbott Street,Cairns,4870,177 Abbott Street,Cairns,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Cairns City,306021145,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.773269,-16.917451
5181,St Monica's School (Oakey),Non-State School,Open,,,Prep Year,Year 6,Principal,,,https://www.oakey.catholic.edu.au/,(07) 4691 1067,,(07) 4691 1416,,75 Lorrimer Street,Oakey,4401,PO Box 322,Oakey,,4401,Darling Downs South West,Groom,Condamine,Toowoomba (R),Jondaryan,307021180,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.719339,-27.440832
5000,St Oliver Plunkett School (Cannon Hill),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stoliverplunkett.qld.edu.au,(07) 3902 2100,,(07) 3902 2120,,17 Beauvardia Street,Cannon Hill,4170,17 Beauvardia Street,Cannon HIll,,4170,Metropolitan,Griffith,Bulimba,Brisbane (C),Cannon Hill,303011048,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.084300,-27.469704
5218,St Patrick's Catholic Primary School (Bundaberg),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.saintpatricks.qld.edu.au,(07) 4152 1380,N,(07) 4152 7125,,35 Mulgrave Street,Bundaberg West,4670,35 Mulgrave Street,Bundaberg West,,4670,North Coast,Hinkler,Bundaberg,Bundaberg (R),Bundaberg,319011495,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,152.340134,-24.876837
5216,St Patrick's Catholic Primary School (Emerald),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stpatricksemerald.com.au,(07) 4982 2485,,(07) 4982 4229,,41 Yamala Street,Emerald,4720,PO Box 1496,Emerald,,4720,Central Queensland,Flynn,Gregory,Central Highlands (R),Emerald,308011192,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,148.162174,-23.523380
5258,St Patrick's Catholic School (Winton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.spwtsv.catholic.edu.au,(07) 4657 1652,N,(07) 4657 1758,,Oondooroo Street,Winton,4735,PO Box 241,Winton,,4735,Central Queensland,Maranoa,Gregory,Winton (S),Far Central West,315031410,Very Remote Australia,,,,0.00,,,Non-State,Catholic,143.039995,-22.385119
5389,St Patrick's College (Gympie),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.spcgympie.qld.edu.au,(07) 5482 3816,N,(07) 5482 7972,,Church Street,Gympie,4570,Church Street,Gympie,,4570,North Coast,Wide Bay,Gympie,Gympie (R),Gympie - North,319031512,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,152.667043,-26.192444
5343,St Patrick's College (Mackay),Non-State School,Open,,,Year 11,Year 12,Principal,,,www.stpats.qld.edu.au,(07) 4944 7200,N,(07) 4944 7299,,Gregory Street,Mackay,4740,PO Box 252,Mackay,,4740,Central Queensland,Dawson,Mackay,Mackay (R),Mackay,312021346,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,149.184733,-21.139277
5308,St Patrick's College (Shorncliffe),Non-State School,Open,,,Year 5,Year 12,Principal,,,www.stpatricks.qld.edu.au,(07) 3631 9000,N,(07) 3631 9001,,60 Park Parade,Shorncliffe,4017,60 Park Parade,Shorncliffe,,4017,Metropolitan,Lilley,Sandgate,Brisbane (C),Sandgate - Shorncliffe,302041044,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.083404,-27.323415
5432,St Patrick's College Townsville (Townsville),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stpatscollege.qld.edu.au,(07) 4753 0300,,(07) 4753 0336,,45 The Strand,Townsville,4810,PO Box 721,Townsville,,4810,North Queensland,Herbert,Townsville,Townsville (C),Townsville City - North Ward,318021490,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.817260,-19.252247
5132,St Patrick's Primary School (Gympie),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stpatrickspsgympie.qld.edu.au,(07) 5482 3293,N,(07) 5482 6601,,18-26 Church Street,Gympie,4570,18-26 Church Street,Gympie,,4570,North Coast,Wide Bay,Gympie,Gympie (R),Gympie - North,319031512,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,152.665662,-26.192355
5185,St Patrick's Primary School (Mitchell),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.mitchell.catholic.edu.au,(07) 4623 1448,N,(07) 4623 1684,,100 Alice Street,Mitchell,4465,PO Box 86,Mitchell,,4465,Darling Downs South West,Maranoa,Warrego,Maranoa (R),Roma Region,307011177,Very Remote Australia,,,,0.00,,,Non-State,Catholic,147.973712,-26.484137
5133,St Patrick's Primary School (Nanango),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stpatsnanango.qld.edu.au,(07) 4163 1555,N,(07) 4163 1600,,16 Alfred Street,Nanango,4615,PO Box 36,Nanango,,4615,Darling Downs South West,Maranoa,Nanango,South Burnett (R),Nanango,319021509,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.996996,-26.672501
5183,St Patrick's School (Allora),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.allora.catholic.edu.au,(07) 4666 3551,N,(07) 4666 3351,,35 Arnold Street,Allora,4362,PO Box 47,Allora,,4362,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Southern Downs - West,307031186,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.978026,-28.035706
5184,St Patrick's School (St George),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stgeorge.catholic.edu.au,(07) 4625 3058,,(07) 4625 4129,,36-44 Balonne Street,St George,4487,PO Box 609,St George,,4487,Darling Downs South West,Maranoa,Warrego,Balonne (S),Balonne,307011171,Remote Australia,,,,0.00,,,Non-State,Catholic,148.586575,-28.035340
5435,St Paul's Catholic Primary School (Gracemere),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.spgrrok.catholic.edu.au,(07) 4933 2139,N,(07) 4933 2127,,Breakspear Street,Gracemere,4702,Breakspear Street,Gracemere,,4702,Central Queensland,Flynn,Rockhampton,Rockhampton (R),Gracemere,308031210,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,150.464764,-23.449616
5769,St Paul's Lutheran Primary School (Caboolture),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stpaulslps.qld.edu.au,(07) 5495 5899,,(07) 5498 9950,,55 Smiths Road,Caboolture,4510,55 Smith Road,Caboolture,,4510,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture,313021365,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.932833,-27.072074
5449,St Paul's School (Bald Hills),Non-State School,Open,,,Prep Year,Year 12,Headmaster,,,www.stpauls.qld.edu.au,(07) 3261 1388,N,(07) 3261 4521,,34 Strathpine Road,Bald Hills,4036,34 Strathpine Road,Bald Hills,,4036,Metropolitan,Petrie,Aspley,Brisbane (C),Bald Hills,302011022,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.004247,-27.316465
5091,St Paul's School (Woodridge),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stpaulswoodridge.qld.edu.au,(07) 3208 2868,,(07) 3209 1526,,3 St Paul's Drive,Woodridge,4114,PO Box 672,Woodridge,,4114,South East,Rankin,Woodridge,Logan (C),Woodridge,311061336,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.110744,-27.635672
5094,St Peter Chanel Primary School (The Gap),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.spcthegap.qld.edu.au,(07) 3300 1202,N,(07) 3300 6407,,41 Chaprowe Road,The Gap,4061,41 Chaprowe Road,The Gap,,4061,Metropolitan,Ryan,Cooper,Brisbane (C),The Gap,304041103,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.945814,-27.439088
5370,St Peter Claver College (Riverview),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.spcc.qld.edu.au,(07) 3810 5900,N,(07) 3282 3190,,10 Old Ipswich Road,Riverview,4303,PO Box 6016,Riverview,,4303,Metropolitan,Blair,Bundamba,Ipswich (C),Riverview,310031295,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.837982,-27.599377
5095,St Peter's Catholic Primary School (Caboolture),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stpeterscaboolture.qld.edu.au,(07) 5495 2158,N,(07) 5495 8315,,30 Beerburrum Road,Caboolture,4510,PO Box 1185,Caboolture,,4510,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture,313021365,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.951807,-27.080397
5219,St Peter's Catholic Primary School (Rockhampton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stpetersrockhampton.catholic.edu.au,(07) 4927 5994,,(07) 4927 7032,,170 Upper Dawson Road,Rockhampton,4700,PO Box 8208,Allenstown,,4700,Central Queensland,Capricornia,Rockhampton,Rockhampton (R),The Range - Allenstown,308031222,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,150.501160,-23.398667
5259,St Peter's Catholic School (Halifax),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sptsv.catholic.edu.au,(07) 4777 7431,,(07) 4777 7631,,15-17 Anderssen Street,Halifax,4850,PO Box 26,Halifax,,4850,North Queensland,Kennedy,Hinchinbrook,Hinchinbrook (S),Ingham Region,318011465,Remote Australia,,,,0.00,,,Non-State,Catholic,146.287677,-18.582242
5496,St Peters Lutheran College (Indooroopilly),Non-State School,Open,,,Prep Year,Year 12,Head of College,,,www.stpeters.qld.edu.au,(07) 3377 6222,,(07) 3377 6291,,66 Harts Road,Indooroopilly,4068,PO Box 111,Indooroopilly,,4068,Metropolitan,Ryan,Maiwar,Brisbane (C),Indooroopilly,304031094,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.982858,-27.505962
5738,St Peters Lutheran College Springfield (Springfield Central),Non-State School,Open,,,Prep Year,Year 12,Head of College,,,www.stpeters.qld.edu.au,(07) 3470 3888,,(07) 3470 3800,,42 Wellness Way,Springfield Central,4300,PO Box 4556,Springfield,,4300,Metropolitan,Blair,Jordan,Ipswich (C),Springfield Lakes,310041304,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.907768,-27.689308
5097,St Peter's Primary School (Rochedale),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stpetersrochedale.qld.edu.au,(07) 3341 4800,N,(07) 3341 1809,,955 Rochedale Road,Rochedale,4123,955 Rochedale Road,Rochedale,,4123,Metropolitan,Bonner,Mansfield,Brisbane (C),Rochedale - Burbank,303031064,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.122305,-27.593030
2224,St Philomena School (Park Ridge),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.stphilomena.qld.edu.au,(07) 3802 0088,,(07) 3802 0360,,61-71 Koplick Road,Park Ridge,4125,61-71 Koplick Road,Park Ridge,,4125,South East,Forde,Logan,Logan (C),Boronia Heights - Park Ridge,311031311,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.084183,-27.720892
5098,St Pius' Primary School (Banyo),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stpiusbanyo.qld.edu.au,(07) 3267 7306,,(07) 3267 1217,,Apperley Street,Banyo,4014,Apperley Street,Banyo,,4014,Metropolitan,Lilley,Nudgee,Brisbane (C),Nudgee - Banyo,302031039,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.080976,-27.371900
5099,St Pius X School (Salisbury),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stpiusxsalisbury.qld.edu.au,(07) 3274 1705,N,(07) 3274 1439,,73 Golda Avenue,Salisbury,4107,73 Golda Avenue,Salisbury,,4107,Metropolitan,Moreton,Toohey,Brisbane (C),Salisbury - Nathan,303041070,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.038066,-27.557603
5372,St Rita's College (Clayfield),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stritas.qld.edu.au,(07) 3862 1615,N,(07) 3262 5039,,41 Enderley Road,Clayfield,4011,PO Box 548,Clayfield,,4011,Metropolitan,Brisbane,Clayfield,Brisbane (C),Clayfield,305031122,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.056166,-27.424923
5594,St Rita's Primary School (Victoria Point),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stritasvp.qld.edu.au,(07) 3207 6628,N,(07) 3207 6734,,39 Benfer Road,Victoria Point,4165,39 Benfer Road,Victoria Point,,4165,South East,Bowman,Redlands,Redland (C),Victoria Point,301021013,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.294387,-27.591787
5283,St Rita's School (Babinda),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stritasbabinda.qld.edu.au,(07) 4067 1467,,(07) 4067 1850,,7-13 Church Street,Babinda,4861,PO Box 363,Babinda,,4861,Far North Queensland,Kennedy,Hill,Cairns (R),Babinda,306031158,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.922535,-17.343048
5284,St Rita's School (South Johnstone),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stritascps.qld.edu.au,(07) 4064 2153,,(07) 4064 2766,,8 Green Street,South Johnstone,4859,PO Box 8,South Johnstone,,4859,Far North Queensland,Kennedy,Hill,Cassowary Coast (R),Johnstone,306031160,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.996388,-17.598873
5402,St Saviour's College (Toowoomba),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.ssctwb.catholic.edu.au,(07) 4637 1600,,(07) 4637 1601,,Neil Street,Toowoomba,4350,PO Box 1929,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Toowoomba - Central,317011456,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.953550,-27.572123
5186,St Saviour's Primary School (Toowoomba),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sspstwb.catholic.edu.au,(07) 4637 1700,,(07) 4637 1556,,14 Lawrence Street,Toowoomba,4350,PO Box 1145,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Toowoomba - Central,317011456,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.953089,-27.570857
5101,St Sebastian's Primary School (Yeronga),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stsebastiansyeronga.qld.edu.au,(07) 3848 2779,,(07) 3848 3590,,141 Kadumba Street,Yeronga,4104,141 Kadumba Street,Yeronga,,4104,Metropolitan,Moreton,Miller,Brisbane (C),Yeronga,303021059,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.010461,-27.513987
5143,St Stephen's Catholic College (Mareeba),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.sscc.qld.edu.au,(07) 4086 2500,,(07) 4092 4333,,Lot 3 McIver Road,Mareeba,4880,PO Box 624,Mareeba,,4880,Far North Queensland,Kennedy,Cook,Mareeba (S),Mareeba,306051170,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.419857,-17.017650
2495,St Stephen's School (Algester),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ststephens.qld.edu.au,(07) 3711 4911,N,(07) 3711 4922,,156 Ridgewood Road,Algester,4115,PO Box 5158,Algester,,4115,Metropolitan,Rankin,Algester,Brisbane (C),Algester,303051072,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.028713,-27.618151
5187,St Stephen's School (Pittsworth),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.pittsworth.catholic.edu.au,(07) 4693 1627,,(07) 4693 2156,,Murray Street,Pittsworth,4356,PO Box 285,Pittsworth,,4356,Darling Downs South West,Groom,Condamine,Toowoomba (R),Pittsworth,307021182,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.636685,-27.718959
2494,St Teresa's Catholic College (Noosaville),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stteresa.qld.edu.au,(07) 5474 0022,N,(07) 5474 0266,,Sea Eagle Drive,Noosaville,4566,PO Box 1592,Noosaville,,4566,North Coast,Wide Bay,Noosa,Noosa (S),Noosaville,316051435,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.032362,-26.406468
5434,St Teresa's College (Abergowrie),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.abergowrie.catholic.edu.au,(07) 4780 8300,,(07) 4777 4721,,3819 Abergowrie Road,Abergowrie,4850,MS 102,Ingham,,4850,North Queensland,Kennedy,Hinchinbrook,Hinchinbrook (S),Ingham Region,318011465,Remote Australia,,,,0.00,,,Non-State,Catholic,145.899577,-18.480304
5286,St Teresa's School (Ravenshoe),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stteresas.qld.edu.au,(07) 4097 6173,,(07) 4097 6665,,6 Moffatt Street,Ravenshoe,4888,PO Box 249,Ravenshoe,,4888,Far North Queensland,Kennedy,Hill,Tablelands (R),Herberton,306051167,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.487097,-17.611332
5220,St Therese's Catholic Primary School (Monto),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stmrok.catholic.edu.au,(07) 4166 1654,,(07) 4166 1035,,Rayleigh Street,Monto,4630,PO Box 58,Monto,,4630,Central Queensland,Flynn,Callide,North Burnett (R),Monto - Eidsvold,319021508,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,151.121418,-24.866609
5287,St Therese's School (Bentley Park),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stthereses.qld.edu.au,(07) 4081 3400,,(07) 4055 5864,,135 Robert Road,Bentley Park,4869,PO Box 529,Edmonton,,4869,Far North Queensland,Kennedy,Mulgrave,Cairns (R),Bentley Park,306021144,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.731297,-17.006452
5374,St Thomas More College (Sunnybank),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stmc.qld.edu.au,(07) 3323 4600,,(07) 3344 3598,,Cnr Troughton Road and Turton Street,Sunnybank,4109,PO Box 140,Sunnybank,,4109,Metropolitan,Moreton,Toohey,Brisbane (C),Sunnybank,303061079,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.048958,-27.573752
5428,St Thomas More Primary School (Sunshine Beach),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stmsunshine.qld.edu.au,(07) 5449 2022,N,(07) 5449 2770,,Ben Lexcen Drive,Sunshine Beach,4567,Ben Lexcen Drive,Sunshine Beach,,4567,North Coast,Wide Bay,Noosa,Noosa (S),Sunshine Beach,316051437,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.101774,-26.405927
5188,St Thomas More's Primary School (Toowoomba),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stmtwb.catholic.edu.au,(07) 4591 3900,,(07) 4635 0510,,152 South Street,Toowoomba,4350,PO Box 308,Southtown,,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Toowoomba - Central,317011456,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.962062,-27.580103
5288,St Thomas' School  (Mareeba),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stthomasmareeba.qld.edu.au,(07) 4092 1570,,(07) 4092 2935,,63 Constance Street,Mareeba,4880,63 Constance Street,Mareeba,,4880,Far North Queensland,Kennedy,Cook,Mareeba (S),Mareeba,306051170,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.425463,-16.995296
5103,St Thomas' School (Camp Hill),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stthomascamphill.qld.edu.au,(07) 3398 6633,N,(07) 3398 6046,,10 Stephen Street,Camp Hill,4152,10 Stephen Street,Camp Hill,,4152,Metropolitan,Griffith,Bulimba,Brisbane (C),Camp Hill,303011047,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.071981,-27.487145
