Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
0522,Torbanlea State School,State School,Open,,,Prep Year,Year 6,Principal,04,20 May 2022,www.torbanleass.eq.edu.au,(07) 4193 2111,N,(07) 4193 2100,,Pialba Road,Torbanlea,4662,c/- Post Office,Torbanlea,,4662,North Coast,Hinkler,Maryborough,Fraser Coast (R),Burrum - Fraser,319051522,Inner Regional Australia,2022 February,181.00,,0.00,,95660791923,State,,152.599832,-25.347969
0945,Torquay State School,State School,Open,,,Prep Year,Year 6,Principal,05,20 May 2022,www.torquayss.eq.edu.au,(07) 4194 4333,N,(07) 4194 4300,,Tavistock Street,Torquay,4655,PO Box 5588,Torquay,,4655,North Coast,Hinkler,Hervey Bay,Fraser Coast (R),Torquay - Scarness - Kawungan,319041520,Inner Regional Australia,2022 February,251.00,,0.00,,68296216191,State,,152.864996,-25.287748
0113,Townsville Central State School,State School,Open,,,Prep Year,Year 6,Principal,03,04 July 2022,www.townsvillecentralss.eq.edu.au,(07) 4722 6333,N,,,4 Warburton Street,North Ward,4810,4 Warburton Street,North Ward,Townsville,4810,North Queensland,Herbert,Townsville,Townsville (C),Townsville City - North Ward,318021490,Outer Regional Australia,2022 February,185.00,,0.00,,46410913302,State,,146.812035,-19.251075
2376,Townsville Community Learning Centre - A State Special School,Special School,Open,,,Prep Year,Year 12,Principal,07,04 July 2022,www.tclcspecs.eq.edu.au,(07) 4759 4111,N,(07) 4759 4100,,78 Thompson Street,Mundingburra,4812,PO Box 603,Aitkenvale,,4814,North Queensland,Herbert,Mundingburra,Townsville (C),Mundingburra,318021485,Outer Regional Australia,2022 February,192.00,,0.00,,91693053930,State,,146.776934,-19.303797
0303,Townsville South State School,State School,Open,,,Prep Year,Year 6,Principal,03,04 July 2022,www.townsvillesouthss.eq.edu.au,(07) 4726 4111,N,(07) 4721 4560,,78 Tully Street,South Townsville,4810,78 Tully Street,South Townsville,,4810,North Queensland,Herbert,Townsville,Townsville (C),South Townsville - Railway Estate,318021488,Outer Regional Australia,2022 February,125.00,,0.00,,27082199464,State,,146.826640,-19.262946
2100,Townsville State High School,State High School,Open,,,Year 7,Year 12,Principal,07,04 July 2022,www.townsvilleshs.eq.edu.au,(07) 4721 8777,N,(07) 4721 8700,,36 Boundary Street,Railway Estate,4810,PO Box 5439,Townsville,,4810,North Queensland,Herbert,Townsville,Townsville (C),South Townsville - Railway Estate,318021488,Outer Regional Australia,2022 February,793.00,,0.00,,37877908188,State,,146.810515,-19.272275
0498,Townsville West State School,State School,Open,,,Prep Year,Year 6,Principal,03,04 July 2022,www.townsvillewestss.eq.edu.au,(07) 4750 7222,N,(07) 4750 7200,,Wilson Street,West End,4810,Wilson Street,West End,Townsville,4810,North Queensland,Herbert,Townsville,Townsville (C),Garbutt - West End,318021475,Outer Regional Australia,2022 February,115.00,,0.00,,30629063062,State,,146.804240,-19.267204
1203,Townview State School,State School,Open,,,Prep Year,Year 6,Principal,04,17 June 2022,www.townviewss.eq.edu.au,(07) 4745 4444,N,(07) 4745 4400,,64-72 Clarke Street,Townview,4825,PO Box 2110,Mount Isa,,4825,North Queensland,Kennedy,Traeger,Mount Isa (C),Mount Isa,315021405,Remote Australia,2022 February,172.00,,0.00,,94678236408,State,,139.507323,-20.733937
1118,Trebonne State School,State School,Open,,,Prep Year,Year 6,Principal,01,24 June 2022,www.trebonness.eq.edu.au,(07) 4777 1215,N,(07) 4777 1127,,71 Stone River Road,Trebonne,4850,PO Box 1623,Ingham,,4850,North Queensland,Kennedy,Hinchinbrook,Hinchinbrook (S),Ingham Region,318011465,Remote Australia,2022 February,16.00,,0.00,,11671206056,State,,146.074757,-18.630830
0420,Tresswell State School,State School,Open,,,Prep Year,Year 6,Principal,01,27 May 2022,www.tresswelss.eq.edu.au,,Y,,,Tambo Road,Nandowrie,4722,Mail Service 381,Tambo Road,Springsure,4722,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - West,308011191,Very Remote Australia,,,,,,90995360970,State,,147.606554,-24.247966
2057,Trinity Bay State High School,State High School,Open,,,Year 7,Year 12,Executive Principal,09,15 July 2022,www.trinitybayshs.eq.edu.au,(07) 4037 5222,N,(07) 4051 5754,,26-62 Hoare Street,Manunda,4870,PO Box 5071,Cairns,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Manunda,306021152,Outer Regional Australia,2022 February,1900.00,,0.00,,60518498984,State,,145.752404,-16.923762
2159,Tropical North Learning Academy - Smithfield State High School,State High School,Open,,,Year 7,Year 12,Principal,07,15 July 2022,www.smithfieldshs.eq.edu.au,(07) 4058 4333,N,,,O'Brien Road,Smithfield,4878,PO Box 500,Smithfield,,4878,Far North Queensland,Leichhardt,Barron River,Cairns (R),Trinity Beach - Smithfield,306011142,Outer Regional Australia,2022 February,1258.00,,0.00,,14208891236,State,,145.695661,-16.811917
1893,Tropical North Learning Academy - Trinity Beach State School,State School,Open,,,Prep Year,Year 6,Principal,06,15 July 2022,www.trinitybeachss.eq.edu.au,(07) 4057 1444,N,,,Wewak Street,Trinity Beach,4879,PO Box 142,Trinity Beach,,4879,Far North Queensland,Leichhardt,Barron River,Cairns (R),Trinity Beach - Smithfield,306011142,Outer Regional Australia,2022 February,952.00,,0.00,,34280067991,State,,145.689520,-16.794898
2188,Tullawong State High School,State High School,Open,,,Year 7,Year 12,Principal,07,08 August 2022,www.tullawongshs.eq.edu.au,(07) 5428 5222,N,(07) 5428 5200,,Del Rosso Road,Caboolture,4510,PO Box 1129,Caboolture,,4510,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture,313021365,Major Cities of Australia,2022 February,1082.00,,0.00,,96159089780,State,,152.928950,-27.070593
1994,Tullawong State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.tullawongss.eq.edu.au,(07) 5431 4666,N,(07) 5431 4600,,60-94 Smiths Road,Caboolture,4510,60-94 Smiths Road,Caboolture,,4510,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture,313021365,Major Cities of Australia,2022 February,496.00,,0.00,,31452488757,State,,152.932706,-27.069936
2103,Tully State High School,State High School,Open,,,Year 7,Year 12,Principal,06,22 July 2022,www.tullyshs.eq.edu.au,(07) 4068 4555,N,,,59337 Bruce Highway,Tully,4854,PO Box 240,Tully,,4854,Far North Queensland,Kennedy,Hill,Cassowary Coast (R),Tully,306031161,Outer Regional Australia,2022 February,728.00,,0.00,,66325168875,State,,145.930768,-17.940106
1008,Tully State School,State School,Open,,,Prep Year,Year 6,Principal,04,22 July 2022,www.tullyss.eq.edu.au,(07) 4043 9333,N,(07) 4043 9300,,21 Mars Street,Tully,4854,PO Box 573,Tully,,4854,Far North Queensland,Kennedy,Hill,Cassowary Coast (R),Tully,306031161,Outer Regional Australia,2022 February,236.00,,0.00,,16538699140,State,,145.922141,-17.938630
0361,Two Mile State School,State School,Open,,,Prep Year,Year 6,Principal,02,13 May 2022,www.twomiless.eq.edu.au,(07) 5489 0222,N,(07) 5482 2665,,288 Bruce Highway North,Two Mile,4570,288 Bruce Highway North,"Two Mile, Gympie",,4570,North Coast,Wide Bay,Gympie,Gympie (R),Gympie - North,319031512,Inner Regional Australia,2022 February,62.00,,0.00,,39003971851,State,,152.642796,-26.170725
0879,Ubobo State School,State School,Open,,,Early Childhood,Year 6,Principal,01,08 August 2022,www.uboboss.eq.edu.au,(07) 4974 1120,N,(07) 4974 1100,,Cedarvale Road,Boyne Valley,4680,Cedarvale Road,Ubobo,,4680,Central Queensland,Flynn,Callide,Gladstone (R),Gladstone Hinterland,308051535,Outer Regional Australia,,,,,,80347719317,State,,151.321711,-24.406782
1877,Undurba State School,State School,Open,,,Prep Year,Year 6,Principal,06,08 August 2022,www.undurbass.eq.edu.au,(07) 3480 9111,N,(07) 3480 9100,,49-57 Ogg Road,Murrumba Downs,4503,Ogg Road,Murrumba Downs,,4503,North Coast,Dickson,Murrumba,Moreton Bay (R),Murrumba Downs - Griffin,314021389,Major Cities of Australia,2022 February,897.00,,0.00,,14186259717,State,,153.008075,-27.262762
1501,Upper Brookfield State School,State School,Open,,,Prep Year,Year 6,Principal,02,10 August 2022,www.upperbrookfieldss.eq.edu.au,(07) 3374 1068,N,(07) 3374 1580,,496 Upper Brookfield Road,Upper Brookfield,4069,496 Upper Brookfield Road,Upper Brookfield,,4069,Metropolitan,Ryan,Moggill,Brisbane (C),Brookfield - Kenmore Hills,304021087,Major Cities of Australia,2022 February,58.00,,0.00,,35550835449,State,,152.869106,-27.478017
2340,Upper Coomera State College,State School,Open,,,Prep Year,Year 12,Executive Principal,09,26 August 2022,www.uppercoomerasc.eq.edu.au,(07) 5580 7555,N,(07) 5580 7500,,137 Reserve Road,Upper Coomera,4209,137 Reserve Road,Upper Coomera,,4209,South East,Forde,Theodore,Gold Coast (C),Upper Coomera - Willow Vale,309071258,Major Cities of Australia,2022 February,1922.00,,0.00,,76686549703,State,,153.296157,-27.870570
0128,Upper Mount Gravatt State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.upmtgravss.eq.edu.au,(07) 3421 3111,N,(07) 3421 3100,,1899 Logan Road,Upper Mount Gravatt,4122,1899 Logan Road,Upper Mount Gravatt,,4122,Metropolitan,Bonner,Mansfield,Brisbane (C),Upper Mount Gravatt,303031065,Major Cities of Australia,2022 February,478.00,,0.00,,67093079553,State,,153.079941,-27.556476
1755,Urandangi State School,State School,Open,,,Early Childhood,Year 6,Principal,01,17 June 2022,www.urandangiss.eq.edu.au,(07) 4748 3101,N,(07) 4748 4920,,Margaret Street,Piturie,4825,Pmb 1,Mount Isa,,4825,North Queensland,Kennedy,Gregory,Boulia (S),Far Central West,315031410,Very Remote Australia,2022 February,9.00,,0.00,,80719811863,State,,138.334658,-21.601293
1536,Urangan Point State School,State School,Open,,,Prep Year,Year 6,Principal,04,20 May 2022,www.uranganpointss.eq.edu.au,(07) 4194 8333,N,(07) 4194 8300,,Miller Street,Urangan,4655,PO Box 7088,Urangan,,4655,North Coast,Hinkler,Hervey Bay,Fraser Coast (R),Urangan - Wondunna,319041521,Inner Regional Australia,2022 February,257.00,,0.00,,69679877507,State,,152.902062,-25.291144
2110,Urangan State High School,State High School,Open,,,Year 7,Year 12,Executive Principal,09,20 May 2022,www.uranganshs.eq.edu.au,(07) 4197 0111,N,,,Robert Street,Urangan,4655,PO Box 5100,Torquay,,4655,North Coast,Hinkler,Hervey Bay,Fraser Coast (R),Urangan - Wondunna,319041521,Inner Regional Australia,2022 February,1578.00,,0.00,,16973276484,State,,152.876031,-25.296640
0844,Vale View State School,State School,Open,,,Prep Year,Year 6,Principal,02,25 March 2022,www.valeviewss.eq.edu.au,(07) 4696 2158,N,(07) 4696 2011,,873 Drayton Connection Road,Vale View,4352,873 Drayton Connection Road,Vale View,,4352,Darling Downs South West,Groom,Condamine,Toowoomba (R),Cambooya - Wyreema,317011445,Inner Regional Australia,2022 February,83.00,,0.00,,54279986914,State,,151.897243,-27.660539
0403,Valkyrie State School,State School,Open,,,Early Childhood,Year 6,Principal,01,16 June 2022,www.valkyriess.eq.edu.au,(07) 4950 7126,N,(07) 4950 7199,,Fitzroy Developmental Road,Valkyrie,4742,Mail Service 328,Nebo,,4742,Central Queensland,Capricornia,Burdekin,Isaac (R),Broadsound - Nebo,312011338,Remote Australia,2022 February,15.00,,1.00,,98179289936,State,,148.579468,-22.059465
1759,Varsity College,State School,Open,,,Prep Year,Year 12,Executive Principal,10,26 August 2022,www.varsitycollege.eq.edu.au,(07) 5562 3575,N,(07) 5562 3570,,198 Varsity Parade,Varsity Lakes,4227,198 Varsity Parade,Varsity Lakes,,4227,South East,Mcpherson,Mermaid Beach,Gold Coast (C),Varsity Lakes,309081262,Major Cities of Australia,2022 February,3342.00,,0.00,,69042866549,State,,153.411699,-28.078149
0869,Veresdale Scrub State School,State School,Open,,,Prep Year,Year 6,Principal,03,08 August 2022,www.veresdalescrubss.eq.edu.au,(07) 5548 9444,N,,,354 Veresdale Scrub School Road,Veresdale Scrub,4285,354 Veresdale Scrub School Road,Veresdale Scrub,,4285,South East,Wright,Scenic Rim,Scenic Rim (R),Beaudesert,311011305,Inner Regional Australia,2022 February,114.00,,0.00,,69644562646,State,,153.017658,-27.921471
1855,Victoria Park State School,State School,Open,,,Early Childhood,Year 6,Principal,06,16 June 2022,www.victoriaparkss.eq.edu.au,(07) 4951 6333,N,(07) 4951 6300,,15 Goldsmith Street,East Mackay,4740,PO Box 4024,Mackay South,,4740,Central Queensland,Dawson,Mackay,Mackay (R),East Mackay,312021343,Inner Regional Australia,2022 February,666.00,,50.00,,42853473416,State,,149.193990,-21.147783
0628,Victoria Plantation State School,State School,Open,,,Prep Year,Year 6,Principal,02,24 June 2022,www.victoriaplantationss.eq.edu.au,(07) 4776 9888,N,,,244 Forrest Beach Road,Victoria Plantation,4850,PO Box 788,Ingham,,4850,North Queensland,Kennedy,Hinchinbrook,Hinchinbrook (S),Ingham Region,318011465,Outer Regional Australia,2022 February,31.00,,0.00,,33826850512,State,,146.201314,-18.647226
0234,Victoria Point State High School,State High School,Open,,,Year 7,Year 12,Principal,07,08 August 2022,www.vpshs.eq.edu.au,(07) 3820 5888,N,(07) 3820 5800,,93-131 Benfer Road,Victoria Point,4165,PO Box 3358,Victoria Point West,,4165,South East,Bowman,Redlands,Redland (C),Victoria Point,301021013,Major Cities of Australia,2022 February,1267.00,,0.00,,48480205727,State,,153.287846,-27.595587
1512,Victoria Point State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.victoriapointss.eq.edu.au,(07) 3820 5666,N,(07) 3820 5600,,School Road,Victoria Point,4165,PO Box 3227,Victoria Point West,,4165,South East,Bowman,Redlands,Redland (C),Victoria Point,301021013,Major Cities of Australia,2022 February,432.00,,0.00,,37342471712,State,,153.295713,-27.584134
1936,Vienna Woods State School,State School,Open,,,Prep Year,Year 6,Principal,04,08 August 2022,www.viennawoodsss.eq.edu.au,(07) 3820 0777,N,,,12 Heffernan Road,Alexandra Hills,4161,12 Heffernan Road,Alexandra Hills,,4161,South East,Bowman,Capalaba,Redland (C),Alexandra Hills,301011001,Major Cities of Australia,2022 February,283.00,,0.00,,50066537726,State,,153.230065,-27.527900
0948,Vincent State School,State School,Open,,,Early Childhood,Year 6,Principal,04,04 July 2022,www.vincentss.eq.edu.au,(07) 4728 0444,N,(07) 4728 0400,,280 Palmerston Street,Vincent,4814,PO Box 415,Aitkenvale,,4814,North Queensland,Herbert,Mundingburra,Townsville (C),Gulliver - Currajong - Vincent,318021476,Outer Regional Australia,2022 February,135.00,,51.00,,53471047814,State,,146.764202,-19.286559
1675,Virginia State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.virginiass.eq.edu.au,(07) 3621 6222,N,(07) 3621 6200,,1678 Sandgate Road,Virginia,4014,PO Box 64,Northgate,,4013,Metropolitan,Lilley,Nudgee,Brisbane (C),Northgate - Virginia,302031038,Major Cities of Australia,2022 February,479.00,,0.00,,58451941724,State,,153.061747,-27.383844
0760,Walkamin State School,State School,Open,,,Prep Year,Year 6,Principal,02,28 June 2022,www.walkaminss.eq.edu.au,(07) 4093 3704,N,(07) 4093 3505,,40 Wattle Street,Walkamin,4872,PO Box 218,Walkamin,,4872,Far North Queensland,Kennedy,Hill,Tablelands (R),Atherton,306051166,Outer Regional Australia,2022 February,51.00,,0.00,,75967562923,State,,145.426915,-17.128205
0353,Walkerston State School,State School,Open,,,Prep Year,Year 6,Principal,04,16 June 2022,www.walkerstonss.eq.edu.au,(07) 4959 4333,N,,,13a Mc Coll Street,Walkerston,4751,PO Box 288,Walkerston,,4751,Central Queensland,Capricornia,Mirani,Mackay (R),Walkerston - Eton,312021357,Outer Regional Australia,2022 February,305.00,,0.00,,78493598256,State,,149.064968,-21.158936
0536,Walkervale State School,State School,Open,,,Early Childhood,Year 6,Principal,05,26 May 2022,www.walkervaless.eq.edu.au,(07) 4155 5666,N,(07) 4155 5600,,46a Hurst Street,Walkervale,4670,PO Box 4349,Bundaberg South,,4670,North Coast,Hinkler,Bundaberg,Bundaberg (R),Walkervale - Avenell Heights,319011502,Inner Regional Australia,2022 February,413.00,,7.00,,35514426522,State,,152.359674,-24.885174
0458,Wallangarra State School,State School,Open,,,Prep Year,Year 6,Principal,02,28 January 2022,www.wallangarrass.eq.edu.au,(07) 4684 3198,N,,,50 Callandoon Street,Wallangarra,4383,50 Callandoon Street,Wallangarra,,4383,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Stanthorpe Region,307031188,Outer Regional Australia,2022 February,38.00,,0.00,,92191264091,State,,151.931344,-28.918473
1192,Wallaville State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.wallavilless.eq.edu.au,(07) 4133 6333,N,(07) 4157 6338,,7 Grey Street,Wallaville,4671,7 Grey Street,Wallaville,,4671,North Coast,Flynn,Callide,Bundaberg (R),Gin Gin,319021504,Outer Regional Australia,2022 February,49.00,,0.00,,41595774179,State,,151.997171,-25.073365
0285,Walloon State School,State School,Open,,,Prep Year,Year 6,Principal,03,13 May 2022,www.walloonss.eq.edu.au,(07) 5461 8333,N,,,528 Karrabin-Rosewood Road,Walloon,4306,528 Karrabin-Rosewood Road,Walloon,,4306,Metropolitan,Blair,Ipswich West,Ipswich (C),Rosewood,310021282,Major Cities of Australia,2022 February,222.00,,0.00,,44563356637,State,,152.663169,-27.605673
0182,Wallumbilla State School,State School,Open,,,Early Childhood,Year 10,Principal,03,06 May 2022,www.wallumbillass.eq.edu.au,(07) 4629 8888,N,,,22 High Street,Wallumbilla,4428,22 High Street,Wallumbilla,,4428,Darling Downs South West,Maranoa,Warrego,Maranoa (R),Roma Region,307011177,Remote Australia,2022 February,105.00,,7.00,,41123531688,State,,149.186193,-26.584369
1724,Wamuran State School,State School,Open,,,Prep Year,Year 6,Principal,04,08 August 2022,www.wamuranss.eq.edu.au,(07) 5429 9444,N,(07) 5429 9400,,1066-1086 D'Aguilar Highway,Wamuran,4512,1066-1086 D'Aguilar Highway,Wamuran,,4512,North Coast,Longman,Glass House,Moreton Bay (R),Wamuran,313021369,Major Cities of Australia,2022 February,364.00,,0.00,,58639152887,State,,152.861875,-27.040783
1296,Wandoan State School P-10,State School,Open,,,Prep Year,Year 10,Principal,03,01 April 2022,www.wandoanss.eq.edu.au,(07) 4628 8888,N,(07) 4628 8800,,49 North Street,Wandoan,4419,PO Box 103,Wandoan,,4419,Darling Downs South West,Maranoa,Callide,Western Downs (R),Miles - Wandoan,307011175,Remote Australia,2022 February,92.00,,0.00,,64488107420,State,,149.961469,-26.118782
1971,Waraburra State School,State School,Open,,,Prep Year,Year 6,Principal,04,09 June 2022,www.waraburrass.eq.edu.au,(07) 4931 7888,N,(07) 4931 7800,,55 Johnson Road,Gracemere,4702,PO Box 160,Gracemere,,4702,Central Queensland,Flynn,Rockhampton,Rockhampton (R),Gracemere,308031210,Inner Regional Australia,2022 February,352.00,,0.00,,53034971019,State,,150.452615,-23.448166
0386,Warra State School,State School,Open,,,Prep Year,Year 6,Principal,01,01 April 2022,www.warrass.eq.edu.au,(07) 4668 1144,N,(07) 4668 1297,,10 Lytton Street,Warra,4411,10 Lytton Street,Warra,,4411,Darling Downs South West,Maranoa,Callide,Western Downs (R),Wambo,307021183,Outer Regional Australia,2022 February,7.00,,0.00,,20310986082,State,,150.917662,-26.930219
1885,Warrigal Road State School,State School,Open,,,Prep Year,Year 6,Principal,07,10 August 2022,www.warrigalroadss.eq.edu.au,(07) 3340 5333,N,(07) 3340 5300,,314 Warrigal Road,Eight Mile Plains,4113,314 Warrigal Road,Eight Mile Plains,,4113,Metropolitan,Moreton,Toohey,Brisbane (C),Eight Mile Plains,303031060,Major Cities of Australia,2022 February,1332.00,,0.00,,76857849680,State,,153.085392,-27.587017
1230,Warrill View State School,State School,Open,,,Prep Year,Year 6,Principal,01,08 August 2022,www.warrillviewss.eq.edu.au,(07) 5464 6552,Y,(07) 5464 6605,,Cunningham Highway,Warrill View,4307,Cunningham Highway,Warrill View,via Harrisville,4307,South East,Wright,Scenic Rim,Scenic Rim (R),Boonah,310021277,Inner Regional Australia,2022 February,12.00,,0.00,,21373470880,State,,152.616082,-27.822997
1159,Wartburg State School,State School,Open,,,Early Childhood,Year 6,Principal,02,26 May 2022,www.wartburgss.eq.edu.au,(07) 4156 6134,N,,,585 Coast Road,Baffle Creek,4674,585 Coast Road,Baffle Creek,,4674,North Coast,Flynn,Burnett,Gladstone (R),Agnes Water - Miriam Vale,308051530,Outer Regional Australia,2022 February,21.00,,3.00,,26899506212,State,,151.930549,-24.502578
0116,Warwick Central State School,State School,Open,,,Prep Year,Year 6,Principal,03,18 March 2022,www.warwickcentralss.eq.edu.au,(07) 4660 4333,N,(07) 4661 1012,,Cnr Guy & Percy Streets,Warwick,4370,PO Box 217,Warwick,,4370,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Warwick,307031189,Inner Regional Australia,2022 February,169.00,,0.00,,41269351950,State,,152.029451,-28.217720
0225,Warwick East State School,State School,Open,,,Prep Year,Year 6,Principal,04,18 March 2022,www.warwickeastss.eq.edu.au,(07) 4660 5888,N,,,45 Fitzroy Street,Warwick,4370,PO Box 384,Warwick,,4370,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Warwick,307031189,Inner Regional Australia,2022 February,242.00,,0.00,,12684800804,State,,152.038562,-28.214791
2015,Warwick State High School,State High School,Open,,,Year 7,Year 12,Principal,07,18 March 2022,www.warwickshs.eq.edu.au,(07) 4666 9222,N,(07) 4666 9200,,Palmerin Street,Warwick,4370,PO Box 67,Warwick,,4370,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Warwick,307031189,Inner Regional Australia,2022 February,760.00,,0.00,,78604932092,State,,152.033530,-28.210316
1152,Warwick West State School,State School,Open,,,Early Childhood,Year 6,Principal,05,18 March 2022,www.warwickwestss.eq.edu.au,(07) 4660 5333,N,(07) 4660 5300,,17 George Street,Warwick,4370,17 George Street,Warwick,,4370,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Warwick,307031189,Inner Regional Australia,2022 February,557.00,,16.00,,75692094893,State,,152.014817,-28.221121
0130,Waterford State School,State School,Open,,,Early Childhood,Year 6,Principal,05,08 August 2022,www.waterfordss.eq.edu.au,(07) 3451 8222,N,(07) 3451 8200,,40 Nerang Street,Waterford,4133,40 Nerang Street,Waterford,,4133,South East,Forde,Waterford,Logan (C),Bethania - Waterford,311051323,Major Cities of Australia,2022 February,490.00,,39.00,,28898108344,State,,153.145407,-27.695950
1856,Waterford West State School,State School,Open,,,Prep Year,Year 6,Principal,06,08 August 2022,www.waterfordwestss.eq.edu.au,(07) 3442 0333,N,(07) 3299 7923,,John Street,Waterford West,4133,P.O. Box 584,Waterford,,4133,South East,Forde,Waterford,Logan (C),Waterford West,311051328,Major Cities of Australia,2022 February,788.00,,0.00,,88278892848,State,,153.131546,-27.691284
0584,Watson Road State School,State School,Open,,,Prep Year,Year 6,Principal,03,10 August 2022,www.watsonroadss.eq.edu.au,(07) 3715 2333,N,(07) 3715 2300,,210 Watson Road,Acacia Ridge,4110,PO Box 53,Acacia Ridge,,4110,Metropolitan,Moreton,Algester,Brisbane (C),Rocklea - Acacia Ridge,303051076,Major Cities of Australia,2022 February,132.00,,0.00,,55061290121,State,,153.018482,-27.593107
1149,Wavell Heights State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.wavellheightsss.eq.edu.au,(07) 3624 2888,N,(07) 3624 2800,,Minore Street,Wavell Heights,4012,Minore Street,Wavell Heights,,4012,Metropolitan,Lilley,Stafford,Brisbane (C),Wavell Heights,302021034,Major Cities of Australia,2022 February,445.00,,0.00,,39849482031,State,,153.037896,-27.390070
2048,Wavell State High School,State High School,Open,,,Year 7,Year 12,Executive Principal,08,10 August 2022,www.wavellshs.eq.edu.au,(07) 3350 0333,N,(07) 3350 0300,,Telopia Avenue,Wavell Heights,4012,PO Box 384,Nundah,,4012,Metropolitan,Lilley,Stafford,Brisbane (C),Wavell Heights,302021034,Major Cities of Australia,2022 February,1782.00,,0.00,,77910244653,State,,153.037849,-27.397981
0395,Weir State School,State School,Open,,,Prep Year,Year 6,Principal,06,04 July 2022,www.weirss.eq.edu.au,(07) 4726 1333,N,,,592 Ross River Road,Thuringowa Central,4817,PO Box 1776,Thuringowa Central,,4817,North Queensland,Herbert,Thuringowa,Townsville (C),Condon - Rasmussen,318021471,Outer Regional Australia,2022 February,629.00,,0.00,,50079221068,State,,146.734529,-19.315264
0855,Wellcamp State School,State School,Open,,,Prep Year,Year 6,Principal,02,25 March 2022,www.wellcampss.eq.edu.au,(07) 4698 6333,N,(07) 4630 4056,,609 Drayton-Wellcamp Road,Wellcamp,4350,609 Drayton-Wellcamp Road,Wellcamp,via Toowoomba,4350,Darling Downs South West,Groom,Condamine,Toowoomba (R),Toowoomba - West,317011458,Inner Regional Australia,2022 February,55.00,,0.00,,60639396118,State,,151.850799,-27.553872
1844,Wellers Hill State School,State School,Open,,,Prep Year,Year 6,Principal,06,10 August 2022,www.wellhillss.eq.edu.au,(07) 3249 1333,N,(07) 3848 0228,,190 Toohey Road,Tarragindi,4121,190 Toohey Road,Wellers Hill,,4121,Metropolitan,Moreton,Miller,Brisbane (C),Tarragindi,303041071,Major Cities of Australia,2022 February,823.00,,0.00,,76155017318,State,,153.046321,-27.525228
2178,Wellington Point State High School,State High School,Open,,,Year 7,Year 12,Principal,06,08 August 2022,www.wellingtonpointshs.eq.edu.au,(07) 3820 4222,N,(07) 3820 4200,,2-36 Badgen Road,Wellington Point,4160,PO Box 2078,Wellington Point,,4160,South East,Bowman,Oodgeroo,Redland (C),Wellington Point,301011006,Major Cities of Australia,2022 February,911.00,,0.00,,42276542562,State,,153.228851,-27.491031
0273,Wellington Point State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.wellingtonpointss.eq.edu.au,(07) 3286 0666,N,(07) 3286 0600,,476 Main Road,Wellington Point,4160,476 Main Road,Wellington Point,,4160,South East,Bowman,Oodgeroo,Redland (C),Wellington Point,301011006,Major Cities of Australia,2022 February,494.00,,0.00,,28847516624,State,,153.239601,-27.491089
0212,West End State School,State School,Open,,,Prep Year,Year 6,Principal,06,10 August 2022,www.westendss.eq.edu.au,(07) 3010 8222,N,(07) 3010 8200,,24 Vulture Street,West End,4101,24 Vulture Street,West End,,4101,Metropolitan,Griffith,South Brisbane,Brisbane (C),West End,305011112,Major Cities of Australia,2022 February,1343.00,,0.00,,26029804491,State,,153.008308,-27.480472
5399,Western Cape College,State School,Open,,,Early Childhood,Year 12,Principal,08,13 June 2022,www.westerncapecollege.eq.edu.au,(07) 4090 6444,N,(07) 4090 6400,,Central Avenue,Rocky Point,4874,c/- Post Office,Weipa,,4874,Far North Queensland,Leichhardt,Cook,Weipa (T),Weipa,315011403,Very Remote Australia,2022 February,1053.00,,11.00,,30531079796,State,,141.880118,-12.626862
